province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Timor-Leste,2020-12-29,-8.874217,125.727539,POINT(125.727539 -8.874217),44,0,32,12,,,Timor-Leste
,Vietnam,2020-12-29,14.058324,108.277199,POINT(108.277199 14.058324),1454,35,1319,100,,,Vietnam
,Singapore,2020-03-07,1.2833,103.8333,POINT(103.8333 1.2833),138,0,78,,,,
,Malaysia,2020-03-07,2.5,112.5,POINT(112.5 2.5),93,0,23,,,,
,Thailand,2020-03-07,15.0,101.0,POINT(101 15),50,1,31,,,,
,Vietnam,2020-03-07,16.0,108.0,POINT(108 16),18,0,16,,,,
,Philippines,2020-03-07,13.0,122.0,POINT(122 13),6,1,1,,,,
,Indonesia,2020-03-07,-0.7893,113.9213,POINT(113.9213 -0.7893),4,0,0,,,,
,Cambodia,2020-03-07,11.55,104.9167,POINT(104.9167 11.55),1,0,1,,,,
,Brunei,2020-04-17,4.5353,114.7277,POINT(114.7277 4.5353),136,1,112,23,,,Brunei
,Burma,2020-04-17,21.9162,95.956,POINT(95.956 21.9162),88,4,5,79,,,Burma
,Cambodia,2020-04-17,11.55,104.9167,POINT(104.9167 11.55),122,0,98,24,,,Cambodia
,Indonesia,2020-04-17,-0.7893,113.9213,POINT(113.9213 -0.7893),5923,520,607,4796,,,Indonesia
,Laos,2020-04-17,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,2,17,,,Laos
,Malaysia,2020-04-17,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5251,86,2967,2198,,,Malaysia
,Philippines,2020-04-17,12.879721,121.77401699999999,POINT(121.774017 12.879721),5878,387,487,5004,,,Philippines
,Singapore,2020-04-17,1.2833,103.8333,POINT(103.8333 1.2833),5050,11,708,4331,,,Singapore
,Thailand,2020-04-17,15.870032,100.992541,POINT(100.992541 15.870032),2700,47,1689,964,,,Thailand
,Timor-Leste,2020-04-17,-8.874217,125.727539,POINT(125.727539 -8.874217),18,0,1,17,,,Timor-Leste
,Vietnam,2020-04-17,14.058323999999999,108.277199,POINT(108.277199 14.058324),268,0,198,70,,,Vietnam
,Brunei,2020-10-19,4.5353,114.7277,POINT(114.7277 4.5353),147,3,143,1,,,Brunei
,Burma,2020-10-19,21.9162,95.956,POINT(95.956 21.9162),37205,914,17568,18723,,,Burma
,Cambodia,2020-10-19,11.55,104.9167,POINT(104.9167 11.55),285,0,280,5,,,Cambodia
,Indonesia,2020-10-19,-0.7893,113.9213,POINT(113.9213 -0.7893),365240,12617,289243,63380,,,Indonesia
,Laos,2020-10-19,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-10-19,4.2104839999999992,101.975766,POINT(101.975766 4.210484),21363,190,13717,7456,,,Malaysia
,Philippines,2020-10-19,12.879721,121.774017,POINT(121.774017 12.879721),359169,6675,310303,42191,,,Philippines
,Singapore,2020-10-19,1.2833,103.8333,POINT(103.8333 1.2833),57915,28,57819,68,,,Singapore
,Thailand,2020-10-19,15.870032,100.992541,POINT(100.992541 15.870032),3700,59,3491,150,,,Thailand
,Timor-Leste,2020-10-19,-8.874217,125.727539,POINT(125.727539 -8.874217),29,0,28,1,,,Timor-Leste
,Vietnam,2020-10-19,14.058324,108.277199,POINT(108.277199 14.058324),1140,35,1046,59,,,Vietnam
,Brunei,2020-09-14,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-14,21.9162,95.956,POINT(95.956 21.9162),3195,32,790,2373,,,Burma
,Cambodia,2020-09-14,11.55,104.9167,POINT(104.9167 11.55),275,0,274,1,,,Cambodia
,Indonesia,2020-09-14,-0.7893,113.9213,POINT(113.9213 -0.7893),221523,8841,158405,54277,,,Indonesia
,Laos,2020-09-14,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-09-14,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9946,128,9203,615,,,Malaysia
,Philippines,2020-09-14,12.879721,121.774017,POINT(121.774017 12.879721),265888,4630,207504,53754,,,Philippines
,Singapore,2020-09-14,1.2833,103.8333,POINT(103.8333 1.2833),57454,27,56802,625,,,Singapore
,Thailand,2020-09-14,15.870032,100.992541,POINT(100.992541 15.870032),3475,58,3312,105,,,Thailand
,Timor-Leste,2020-09-14,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,26,1,,,Timor-Leste
,Vietnam,2020-09-14,14.058324,108.277199,POINT(108.277199 14.058324),1063,35,926,102,,,Vietnam
,Singapore,2020-02-22,,,,85,0,37,,,,
,Thailand,2020-02-22,,,,35,0,17,,,,
,Malaysia,2020-02-22,,,,22,0,15,,,,
,Vietnam,2020-02-22,,,,16,0,14,,,,
,Philippines,2020-02-22,,,,3,1,1,,,,
,Cambodia,2020-02-22,,,,1,0,1,,,,
,Singapore,2020-02-19,,,,84,0,34,,,,
,Thailand,2020-02-19,,,,35,0,15,,,,
,Malaysia,2020-02-19,,,,22,0,15,,,,
,Vietnam,2020-02-19,,,,16,0,7,,,,
,Philippines,2020-02-19,,,,3,1,1,,,,
,Cambodia,2020-02-19,,,,1,0,1,,,,
,Brunei,2020-06-14,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-06-14,21.9162,95.956,POINT(95.956 21.9162),261,6,167,88,,,Burma
,Cambodia,2020-06-14,11.55,104.9167,POINT(104.9167 11.55),128,0,125,3,,,Cambodia
,Indonesia,2020-06-14,-0.7893,113.9213,POINT(113.9213 -0.7893),38277,2134,14531,21612,,,Indonesia
,Laos,2020-06-14,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-14,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8453,121,7346,986,,,Malaysia
,Philippines,2020-06-14,12.879721,121.77401699999999,POINT(121.774017 12.879721),25930,1088,5954,18888,,,Philippines
,Singapore,2020-06-14,1.2833,103.8333,POINT(103.8333 1.2833),40604,26,29589,10989,,,Singapore
,Thailand,2020-06-14,15.870032,100.992541,POINT(100.992541 15.870032),3135,58,2987,90,,,Thailand
,Timor-Leste,2020-06-14,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-14,14.058323999999999,108.277199,POINT(108.277199 14.058324),334,0,323,11,,,Vietnam
,Brunei,2020-11-22,4.5353,114.7277,POINT(114.7277 4.5353),148,3,145,0,,,Brunei
,Burma,2020-11-22,21.9162,95.956,POINT(95.956 21.9162),79246,1739,58758,18749,,,Burma
,Cambodia,2020-11-22,11.55,104.9167,POINT(104.9167 11.55),306,0,295,11,,,Cambodia
,Indonesia,2020-11-22,-0.7893,113.9213,POINT(113.9213 -0.7893),497668,15884,418188,63596,,,Indonesia
,Laos,2020-11-22,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,2,,,Laos
,Malaysia,2020-11-22,4.2104839999999992,101.975766,POINT(101.975766 4.210484),54775,335,41597,12843,,,Malaysia
,Philippines,2020-11-22,12.879721,121.774017,POINT(121.774017 12.879721),418818,8123,386486,24209,,,Philippines
,Singapore,2020-11-22,1.2833,103.8333,POINT(103.8333 1.2833),58160,28,58067,65,,,Singapore
,Thailand,2020-11-22,15.870032,100.992541,POINT(100.992541 15.870032),3920,60,3766,94,,,Thailand
,Timor-Leste,2020-11-22,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-22,14.058324,108.277199,POINT(108.277199 14.058324),1307,35,1142,130,,,Vietnam
,Brunei,2020-08-14,4.5353,114.7277,POINT(114.7277 4.5353),142,3,138,1,,,Brunei
,Burma,2020-08-14,21.9162,95.956,POINT(95.956 21.9162),374,6,322,46,,,Burma
,Cambodia,2020-08-14,11.55,104.9167,POINT(104.9167 11.55),273,0,225,48,,,Cambodia
,Indonesia,2020-08-14,-0.7893,113.9213,POINT(113.9213 -0.7893),135123,6021,89618,39484,,,Indonesia
,Laos,2020-08-14,19.85627,102.495496,POINT(102.495496 19.85627),22,0,19,3,,,Laos
,Malaysia,2020-08-14,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9149,125,8828,196,,,Malaysia
,Philippines,2020-08-14,12.879721,121.774017,POINT(121.774017 12.879721),153660,2442,71405,79813,,,Philippines
,Singapore,2020-08-14,1.2833,103.8333,POINT(103.8333 1.2833),55580,27,51049,4504,,,Singapore
,Thailand,2020-08-14,15.870032,100.992541,POINT(100.992541 15.870032),3376,58,3173,145,,,Thailand
,Timor-Leste,2020-08-14,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-14,14.058324,108.277199,POINT(108.277199 14.058324),930,22,437,471,,,Vietnam
,Thailand,2020-01-27,,,,8,,2,,,,
,Singapore,2020-01-27,,,,5,,,,,,
,Vietnam,2020-01-27,,,,2,,,,,,
,Malaysia,2020-01-27,,,,4,,,,,,
,Cambodia,2020-01-27,,,,1,,,,,,
,Brunei,2020-12-14,4.5353,114.7277,POINT(114.7277 4.5353),152,3,147,2,,,Brunei
,Burma,2020-12-14,21.9162,95.956,POINT(95.956 21.9162),109512,2292,88131,19089,,,Burma
,Cambodia,2020-12-14,11.55,104.9167,POINT(104.9167 11.55),362,0,312,50,,,Cambodia
,Indonesia,2020-12-14,-0.7893,113.9213,POINT(113.9213 -0.7893),623309,18956,510957,93396,,,Indonesia
,Laos,2020-12-14,19.85627,102.495496,POINT(102.495496 19.85627),41,0,34,7,,,Laos
,Malaysia,2020-12-14,4.2104839999999992,101.975766,POINT(101.975766 4.210484),84846,419,70597,13830,,,Malaysia
,Philippines,2020-12-14,12.879721,121.774017,POINT(121.774017 12.879721),450733,8757,418723,23253,,,Philippines
,Singapore,2020-12-14,1.2833,103.8333,POINT(103.8333 1.2833),58325,29,58210,86,,,Singapore
,Thailand,2020-12-14,15.870032,100.992541,POINT(100.992541 15.870032),4246,60,3949,237,,,Thailand
,Timor-Leste,2020-12-14,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-14,14.058324,108.277199,POINT(108.277199 14.058324),1402,35,1246,121,,,Vietnam
,Brunei,2020-11-04,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-11-04,21.9162,95.956,POINT(95.956 21.9162),56940,1330,40778,14832,,,Burma
,Cambodia,2020-11-04,11.55,104.9167,POINT(104.9167 11.55),292,0,283,9,,,Cambodia
,Indonesia,2020-11-04,-0.7893,113.9213,POINT(113.9213 -0.7893),421731,14259,353282,54190,,,Indonesia
,Laos,2020-11-04,19.85627,102.495496,POINT(102.495496 19.85627),24,0,23,1,,,Laos
,Malaysia,2020-11-04,4.2104839999999992,101.975766,POINT(101.975766 4.210484),35425,271,24815,10339,,,Malaysia
,Philippines,2020-11-04,12.879721,121.774017,POINT(121.774017 12.879721),388137,7367,349091,31679,,,Philippines
,Singapore,2020-11-04,1.2833,103.8333,POINT(103.8333 1.2833),58036,28,57938,70,,,Singapore
,Thailand,2020-11-04,15.870032,100.992541,POINT(100.992541 15.870032),3810,59,3623,128,,,Thailand
,Timor-Leste,2020-11-04,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-11-04,14.058324,108.277199,POINT(108.277199 14.058324),1203,35,1069,99,,,Vietnam
,Brunei,2020-12-04,4.5353,114.7277,POINT(114.7277 4.5353),151,3,146,2,,,Brunei
,Burma,2020-12-04,21.9162,95.956,POINT(95.956 21.9162),96520,2059,74973,19488,,,Burma
,Cambodia,2020-12-04,11.55,104.9167,POINT(104.9167 11.55),345,0,305,40,,,Cambodia
,Indonesia,2020-12-04,-0.7893,113.9213,POINT(113.9213 -0.7893),563680,17479,466178,80023,,,Indonesia
,Laos,2020-12-04,19.85627,102.495496,POINT(102.495496 19.85627),39,0,26,13,,,Laos
,Malaysia,2020-12-04,4.2104839999999992,101.975766,POINT(101.975766 4.210484),70236,376,59061,10799,,,Malaysia
,Philippines,2020-12-04,12.879721,121.774017,POINT(121.774017 12.879721),436345,8509,399345,28491,,,Philippines
,Singapore,2020-12-04,1.2833,103.8333,POINT(103.8333 1.2833),58242,29,58152,61,,,Singapore
,Thailand,2020-12-04,15.870032,100.992541,POINT(100.992541 15.870032),4072,60,3848,164,,,Thailand
,Timor-Leste,2020-12-04,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-04,14.058324,108.277199,POINT(108.277199 14.058324),1361,35,1220,106,,,Vietnam
,Brunei,2020-11-09,4.5353,114.7277,POINT(114.7277 4.5353),148,3,144,1,,,Brunei
,Burma,2020-11-09,21.9162,95.956,POINT(95.956 21.9162),61975,1437,46661,13877,,,Burma
,Cambodia,2020-11-09,11.55,104.9167,POINT(104.9167 11.55),300,0,288,12,,,Cambodia
,Indonesia,2020-11-09,-0.7893,113.9213,POINT(113.9213 -0.7893),440569,14689,372266,53614,,,Indonesia
,Laos,2020-11-09,19.85627,102.495496,POINT(102.495496 19.85627),24,0,23,1,,,Laos
,Malaysia,2020-11-09,4.2104839999999992,101.975766,POINT(101.975766 4.210484),41181,294,29579,11308,,,Malaysia
,Philippines,2020-11-09,12.879721,121.774017,POINT(121.774017 12.879721),398449,7647,361784,29018,,,Philippines
,Singapore,2020-11-09,1.2833,103.8333,POINT(103.8333 1.2833),58064,28,57981,55,,,Singapore
,Thailand,2020-11-09,15.870032,100.992541,POINT(100.992541 15.870032),3844,60,3670,114,,,Thailand
,Timor-Leste,2020-11-09,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-11-09,14.058324,108.277199,POINT(108.277199 14.058324),1215,35,1087,93,,,Vietnam
,Brunei,2020-12-09,4.5353,114.7277,POINT(114.7277 4.5353),152,3,147,2,,,Brunei
,Burma,2020-12-09,21.9162,95.956,POINT(95.956 21.9162),103166,2174,81715,19277,,,Burma
,Cambodia,2020-12-09,11.55,104.9167,POINT(104.9167 11.55),356,0,307,49,,,Cambodia
,Indonesia,2020-12-09,-0.7893,113.9213,POINT(113.9213 -0.7893),592900,18171,487445,87284,,,Indonesia
,Laos,2020-12-09,19.85627,102.495496,POINT(102.495496 19.85627),41,0,28,13,,,Laos
,Malaysia,2020-12-09,4.2104839999999992,101.975766,POINT(101.975766 4.210484),76265,393,65124,10748,,,Malaysia
,Philippines,2020-12-09,12.879721,121.774017,POINT(121.774017 12.879721),444164,8677,408942,26545,,,Philippines
,Singapore,2020-12-09,1.2833,103.8333,POINT(103.8333 1.2833),58291,29,58182,80,,,Singapore
,Thailand,2020-12-09,15.870032,100.992541,POINT(100.992541 15.870032),4169,60,3888,221,,,Thailand
,Timor-Leste,2020-12-09,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-09,14.058324,108.277199,POINT(108.277199 14.058324),1381,35,1225,121,,,Vietnam
,Brunei,2020-06-04,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-06-04,21.9162,95.956,POINT(95.956 21.9162),236,6,148,82,,,Burma
,Cambodia,2020-06-04,11.55,104.9167,POINT(104.9167 11.55),125,0,123,2,,,Cambodia
,Indonesia,2020-06-04,-0.7893,113.9213,POINT(113.9213 -0.7893),28818,1721,8892,18205,,,Indonesia
,Laos,2020-06-04,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,18,1,,,Laos
,Malaysia,2020-06-04,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8247,115,6559,1573,,,Malaysia
,Philippines,2020-06-04,12.879721,121.77401699999999,POINT(121.774017 12.879721),20382,984,4248,15150,,,Philippines
,Singapore,2020-06-04,1.2833,103.8333,POINT(103.8333 1.2833),36922,24,23904,12994,,,Singapore
,Thailand,2020-06-04,15.870032,100.992541,POINT(100.992541 15.870032),3101,58,2968,75,,,Thailand
,Timor-Leste,2020-06-04,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-04,14.058323999999999,108.277199,POINT(108.277199 14.058324),328,0,302,26,,,Vietnam
,Brunei,2020-07-04,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-04,21.9162,95.956,POINT(95.956 21.9162),313,6,240,67,,,Burma
,Cambodia,2020-07-04,11.55,104.9167,POINT(104.9167 11.55),141,0,131,10,,,Cambodia
,Indonesia,2020-07-04,-0.7893,113.9213,POINT(113.9213 -0.7893),62142,3089,28219,30834,,,Indonesia
,Laos,2020-07-04,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-04,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8658,121,8461,76,,,Malaysia
,Philippines,2020-07-04,12.879721,121.77401699999999,POINT(121.774017 12.879721),41830,1290,11453,29087,,,Philippines
,Singapore,2020-07-04,1.2833,103.8333,POINT(103.8333 1.2833),44664,26,40117,4521,,,Singapore
,Thailand,2020-07-04,15.870032,100.992541,POINT(100.992541 15.870032),3185,58,3066,61,,,Thailand
,Timor-Leste,2020-07-04,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-04,14.058323999999999,108.277199,POINT(108.277199 14.058324),355,0,340,15,,,Vietnam
,Brunei,2020-08-04,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-08-04,21.9162,95.956,POINT(95.956 21.9162),356,6,302,48,,,Burma
,Cambodia,2020-08-04,11.55,104.9167,POINT(104.9167 11.55),243,0,202,41,,,Cambodia
,Indonesia,2020-08-04,-0.7893,113.9213,POINT(113.9213 -0.7893),115056,5388,72050,37618,,,Indonesia
,Laos,2020-08-04,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-08-04,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9002,125,8684,193,,,Malaysia
,Philippines,2020-08-04,12.879721,121.774017,POINT(121.774017 12.879721),112593,2115,66049,44429,,,Philippines
,Singapore,2020-08-04,1.2833,103.8333,POINT(103.8333 1.2833),53346,27,47454,5865,,,Singapore
,Thailand,2020-08-04,15.870032,100.992541,POINT(100.992541 15.870032),3321,58,3142,121,,,Thailand
,Timor-Leste,2020-08-04,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-04,14.058324,108.277199,POINT(108.277199 14.058324),672,8,378,286,,,Vietnam
,Brunei,2020-09-04,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-04,21.9162,95.956,POINT(95.956 21.9162),1171,7,359,805,,,Burma
,Cambodia,2020-09-04,11.55,104.9167,POINT(104.9167 11.55),274,0,272,2,,,Cambodia
,Indonesia,2020-09-04,-0.7893,113.9213,POINT(113.9213 -0.7893),187537,7832,134181,45524,,,Indonesia
,Laos,2020-09-04,19.85627,102.495496,POINT(102.495496 19.85627),22,0,21,1,,,Laos
,Malaysia,2020-09-04,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9385,128,9092,165,,,Malaysia
,Philippines,2020-09-04,12.879721,121.774017,POINT(121.774017 12.879721),232072,3737,160549,67786,,,Philippines
,Singapore,2020-09-04,1.2833,103.8333,POINT(103.8333 1.2833),56948,27,56174,747,,,Singapore
,Thailand,2020-09-04,15.870032,100.992541,POINT(100.992541 15.870032),3431,58,3277,96,,,Thailand
,Timor-Leste,2020-09-04,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-04,14.058324,108.277199,POINT(108.277199 14.058324),1049,35,772,242,,,Vietnam
,Malaysia,2020-03-17,4.2105,101.9758,POINT(101.9758 4.2105),673,2,49,,,,
,Singapore,2020-03-17,1.3521,103.8198,POINT(103.8198 1.3521),266,0,114,,,,
,Philippines,2020-03-17,12.8797,121.774,POINT(121.774 12.8797),187,12,5,,,,
,Thailand,2020-03-17,15.87,100.9925,POINT(100.9925 15.87),177,1,41,,,,
,Indonesia,2020-03-17,-0.7893,113.9213,POINT(113.9213 -0.7893),172,5,8,,,,
,Vietnam,2020-03-17,14.0583,108.2772,POINT(108.2772 14.0583),66,0,16,,,,
,Brunei,2020-03-17,4.5353,114.7277,POINT(114.7277 4.5353),56,0,0,,,,
,Cambodia,2020-03-17,12.5657,104.991,POINT(104.991 12.5657),33,0,1,,,,
,Brunei,2020-05-16,4.5353,114.7277,POINT(114.7277 4.5353),141,1,136,4,,,Brunei
,Burma,2020-05-16,21.9162,95.956,POINT(95.956 21.9162),182,6,96,80,,,Burma
,Cambodia,2020-05-16,11.55,104.9167,POINT(104.9167 11.55),122,0,122,0,,,Cambodia
,Indonesia,2020-05-16,-0.7893,113.9213,POINT(113.9213 -0.7893),17025,1089,3911,12025,,,Indonesia
,Laos,2020-05-16,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,14,5,,,Laos
,Malaysia,2020-05-16,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),6872,113,5512,1247,,,Malaysia
,Philippines,2020-05-16,12.879721,121.77401699999999,POINT(121.774017 12.879721),12305,817,2561,8927,,,Philippines
,Singapore,2020-05-16,1.2833,103.8333,POINT(103.8333 1.2833),27356,22,8342,18992,,,Singapore
,Thailand,2020-05-16,15.870032,100.992541,POINT(100.992541 15.870032),3025,56,2855,114,,,Thailand
,Timor-Leste,2020-05-16,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-05-16,14.058323999999999,108.277199,POINT(108.277199 14.058324),318,0,260,58,,,Vietnam
,Singapore,2020-02-17,,,,77,0,24,,,,
,Thailand,2020-02-17,,,,35,0,15,,,,
,Malaysia,2020-02-17,,,,22,0,7,,,,
,Vietnam,2020-02-17,,,,16,0,7,,,,
,Philippines,2020-02-17,,,,3,1,1,,,,
,Cambodia,2020-02-17,,,,1,0,1,,,,
,Brunei,2020-06-16,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-16,21.9162,95.956,POINT(95.956 21.9162),262,6,179,77,,,Burma
,Cambodia,2020-06-16,11.55,104.9167,POINT(104.9167 11.55),128,0,126,2,,,Cambodia
,Indonesia,2020-06-16,-0.7893,113.9213,POINT(113.9213 -0.7893),40400,2231,15703,22466,,,Indonesia
,Laos,2020-06-16,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-16,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8505,121,7733,651,,,Malaysia
,Philippines,2020-06-16,12.879721,121.77401699999999,POINT(121.774017 12.879721),26781,1103,6552,19126,,,Philippines
,Singapore,2020-06-16,1.2833,103.8333,POINT(103.8333 1.2833),40969,26,31163,9780,,,Singapore
,Thailand,2020-06-16,15.870032,100.992541,POINT(100.992541 15.870032),3135,58,2993,84,,,Thailand
,Timor-Leste,2020-06-16,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-16,14.058323999999999,108.277199,POINT(108.277199 14.058324),334,0,325,9,,,Vietnam
,Brunei,2020-08-16,4.5353,114.7277,POINT(114.7277 4.5353),142,3,138,1,,,Brunei
,Burma,2020-08-16,21.9162,95.956,POINT(95.956 21.9162),375,6,329,40,,,Burma
,Cambodia,2020-08-16,11.55,104.9167,POINT(104.9167 11.55),273,0,238,35,,,Cambodia
,Indonesia,2020-08-16,-0.7893,113.9213,POINT(113.9213 -0.7893),139549,6150,93103,40296,,,Indonesia
,Laos,2020-08-16,19.85627,102.495496,POINT(102.495496 19.85627),22,0,19,3,,,Laos
,Malaysia,2020-08-16,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9200,125,8859,216,,,Malaysia
,Philippines,2020-08-16,12.879721,121.774017,POINT(121.774017 12.879721),161253,2665,112586,46002,,,Philippines
,Singapore,2020-08-16,1.2833,103.8333,POINT(103.8333 1.2833),55747,27,51953,3767,,,Singapore
,Thailand,2020-08-16,15.870032,100.992541,POINT(100.992541 15.870032),3378,58,3194,126,,,Thailand
,Timor-Leste,2020-08-16,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-16,14.058324,108.277199,POINT(108.277199 14.058324),964,24,456,484,,,Vietnam
,Brunei,2020-07-16,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-16,21.9162,95.956,POINT(95.956 21.9162),339,6,270,63,,,Burma
,Cambodia,2020-07-16,11.55,104.9167,POINT(104.9167 11.55),171,0,133,38,,,Cambodia
,Indonesia,2020-07-16,-0.7893,113.9213,POINT(113.9213 -0.7893),81668,3873,40345,37450,,,Indonesia
,Laos,2020-07-16,19.85627,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-16,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8737,122,8538,77,,,Malaysia
,Philippines,2020-07-16,12.879721,121.774017,POINT(121.774017 12.879721),61266,1643,21440,38183,,,Philippines
,Singapore,2020-07-16,1.2833,103.8333,POINT(103.8333 1.2833),47126,27,43256,3843,,,Singapore
,Thailand,2020-07-16,15.870032,100.992541,POINT(100.992541 15.870032),3236,58,3095,83,,,Thailand
,Timor-Leste,2020-07-16,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-16,14.058324,108.277199,POINT(108.277199 14.058324),381,0,356,25,,,Vietnam
